id,address,zip,lat,lon,neighborhood,sale_date,sqft,bedrooms,bathrooms,floors,year_built,renovated,lot_size,garage,pool,school_rating,crime_rate,proximity_km,price,property_tax,hoa_fee
468,8491 Lake St,94108,37.808916,-122.391042,Downtown,2025-09-22,1635.8,4,1,3,1913,0,11956.81,1,0,10.0,25.0,5.01,560846.15,6365.0,0.0
469,9243 Oak Ave,94122,37.75024,-122.417252,SuburbA,2023-08-14,2036.9,2,1,3,1922,1,11634.53,2,0,4.0,35.9,2.21,263032.69,2144.4,0.0
470,9838 River St,94103,37.770124,-122.461446,Downtown,2023-12-03,2302.96,1,4,2,1942,0,6508.16,1,0,6.4,32.1,3.64,511449.2,6395.11,0.0
471,8111 Maple Dr,94110,37.772126,-122.433066,Downtown,2024-09-11,1189.69,3,1,3,1931,0,10603.76,1,1,10.0,46.2,1.17,207014.43,1626.62,0.0
472,7813 Washington Blvd,94101,37.764674,-122.407043,Uptown,2021-09-29,1437.93,3,3,1,1956,0,7550.16,0,0,10.0,66.6,1.28,233920.44,3246.14,0.0
473,9027 Washington St,94112,37.772127,-122.438864,Riverside,2021-05-28,2289.45,1,1,1,1968,0,2730.63,1,0,8.6,41.9,1.67,719615.17,10758.47,0.0
474,6576 Cedar Blvd,94091,37.77146,-122.422307,SuburbB,2023-08-02,754.23,3,2,1,1937,0,6163.67,1,0,3.4,51.1,0.26,126662.21,1095.7,0.0
475,6566 Hill Rd,94118,37.750452,-122.398958,Downtown,2022-05-29,1566.45,5,1,1,2013,1,151.11,0,0,7.3,55.3,2.85,867051.04,7229.32,0.0
476,2501 Washington Ln,94114,37.78204,-122.431813,OldTown,2024-08-26,1473.73,1,3,2,1980,0,5856.16,1,0,1.6,62.8,1.69,167929.45,1952.51,0.0
477,3310 Elm Ln,94090,37.78173,-122.477676,Uptown,2022-10-31,3134.5,5,1,2,2017,0,5654.3,1,0,6.8,35.3,5.23,637915.27,8997.47,0.0
478,2363 Elm St,94114,37.788742,-122.395549,OldTown,2022-05-12,2347.41,2,3,2,1936,0,319.88,1,0,6.8,41.4,2.99,328504.61,2129.23,0.0
479,2738 Lake Blvd,94099,37.76321,-122.443338,OldTown,2025-06-24,1871.62,4,4,3,1956,0,14704.02,1,0,3.2,59.9,2.18,458075.31,3321.97,0.0
480,6763 Lake Ave,94118,37.772761,-122.41373,Riverside,2024-07-01,2017.73,4,3,3,1995,0,12153.19,2,0,10.0,56.6,0.63,827805.41,4751.66,0.0
481,2884 River St,94124,37.7739,-122.385366,Downtown,2025-01-29,1922.05,4,1,2,1919,0,13820.17,1,0,9.9,39.9,3.07,430635.52,3244.77,0.0
482,2948 Maple Ln,94093,37.755698,-122.379775,SuburbB,2024-12-15,1266.34,2,2,1,1979,0,2174.9,1,0,7.1,35.9,3.87,318901.72,3333.71,0.0
483,5181 Pine Dr,94094,37.761329,-122.433661,SuburbA,2025-12-14,1720.02,5,2,2,1907,1,5348.14,1,0,3.9,53.1,1.54,291922.62,1682.63,0.0
484,542 Elm Ave,94110,37.774596,-122.462952,SuburbB,2025-06-27,2671.13,2,3,2,1913,0,3118.27,2,0,6.8,38.8,3.8,314853.14,4717.85,0.0
485,2772 Sunset Ave,94114,37.762491,-122.450988,SuburbB,2024-05-09,1903.48,4,2,2,2007,1,8173.35,1,0,6.7,60.5,2.84,396668.31,2852.56,0.0
486,513 River Dr,94108,37.782046,-122.399499,SuburbA,2022-03-15,2053.64,4,1,2,1953,0,5954.9,2,0,5.2,41.2,2.24,327941.19,3814.14,0.0
487,823 Lake St,94092,37.784575,-122.404725,OldTown,2023-10-18,2791.73,4,3,1,1938,0,6179.79,1,0,4.5,43.3,2.1,243748.83,3447.39,0.0
488,8987 Sunset Ln,94120,37.776032,-122.408802,Downtown,2021-05-12,1027.98,1,3,3,1915,0,9068.46,1,1,10.0,23.6,1.19,217722.0,2369.8,300.0
489,7468 Maple Blvd,94092,37.790417,-122.42482,Riverside,2026-03-09,2592.76,2,3,1,1961,0,6671.06,1,0,9.0,36.0,2.31,496567.42,6322.49,0.0
490,5225 Oak Rd,94119,37.736936,-122.454456,SuburbA,2024-06-21,1997.18,3,1,3,1997,1,4626.89,1,0,4.1,27.5,4.75,545301.68,5262.04,0.0
491,993 Oak Ave,94099,37.759272,-122.422434,Uptown,2023-01-28,2079.89,2,1,2,1929,0,4300.32,2,0,5.9,43.9,1.21,304721.49,1992.06,500.0
492,2446 Washington Ave,94109,37.819897,-122.434096,SuburbB,2023-12-03,2035.0,5,2,1,1964,0,8563.35,1,0,6.6,39.3,5.67,639152.73,3730.42,0.0
493,9791 Washington Dr,94112,37.767522,-122.439108,OldTown,2023-01-26,1287.81,2,2,1,1932,0,3785.13,2,0,6.0,63.2,1.7,131725.03,1907.98,0.0
494,3288 Hill Ln,94093,37.747893,-122.380191,Downtown,2021-12-23,2498.91,2,2,1,2017,0,7796.75,2,0,8.9,38.9,4.27,1059947.96,10534.09,150.0
495,7764 Lake Dr,94087,37.754273,-122.402192,Uptown,2021-05-28,940.63,3,2,2,2004,0,6174.29,0,0,9.0,54.0,2.34,321638.49,1784.19,150.0
496,8478 Pine St,94122,37.784841,-122.415715,Downtown,2022-12-04,1716.35,3,2,2,1928,0,1250.97,1,0,10.0,52.4,1.69,265216.07,2096.08,150.0
497,6699 Oak Ave,94091,37.748848,-122.348163,OldTown,2024-11-17,1614.56,4,2,2,1968,1,5757.52,0,1,8.6,52.5,6.73,565901.36,6361.57,0.0
498,3219 Sunset Blvd,94110,37.742114,-122.431162,SuburbB,2024-08-11,969.46,3,3,2,1924,1,3045.89,1,0,7.3,55.9,3.25,134648.51,1078.57,0.0
499,1097 Hill St,94086,37.794585,-122.402859,OldTown,2024-02-01,2523.26,2,3,3,1913,0,11948.23,0,0,4.1,48.0,3.12,383766.41,5183.71,0.0
500,2827 Pine Ave,94119,37.753491,-122.435269,SuburbA,2025-07-16,2169.39,4,4,1,1915,1,4095.53,2,0,4.5,45.1,2.27,364397.66,3227.51,0.0
501,6728 River Rd,94123,37.788531,-122.38859,Downtown,2024-01-24,1032.45,3,2,2,1919,0,459.72,1,1,8.4,43.4,3.44,211111.02,2134.75,0.0
502,5578 Cedar Blvd,94099,37.803184,-122.497544,SuburbA,2024-09-01,2427.46,2,1,1,2015,0,7268.67,1,0,7.7,56.3,7.74,623253.03,4948.11,0.0
503,2172 Hill Blvd,94110,37.767732,-122.4142,OldTown,2022-08-04,2592.21,4,4,2,1972,1,7246.5,1,0,6.4,74.4,0.57,578487.29,7455.7,0.0
504,5318 Washington St,94089,37.788615,-122.448479,SuburbB,2021-07-26,2319.66,3,3,3,1944,0,9688.01,0,0,5.8,50.5,3.24,384680.0,5423.13,0.0
505,3399 Washington St,94088,37.767932,-122.382309,Riverside,2021-07-15,1944.92,2,1,3,1995,1,2762.39,1,0,10.0,54.9,3.32,637958.07,4699.15,0.0
506,965 Lake Ave,94116,37.767696,-122.423364,Uptown,2023-02-15,842.09,4,3,2,1907,0,4489.26,1,0,9.7,42.0,0.39,96529.45,987.69,0.0
507,1263 Hill St,94092,37.797676,-122.468286,Riverside,2023-10-30,2936.93,3,2,3,1972,1,10252.65,1,0,7.3,50.7,5.23,651586.83,7779.6,0.0
508,2869 Elm Ave,94100,37.789787,-122.438791,OldTown,2021-05-26,1046.51,5,2,1,1915,0,6443.55,1,0,3.8,52.3,2.75,111430.82,1060.17,0.0
509,6095 Oak Rd,94106,37.767422,-122.415144,SuburbB,2022-06-18,1291.41,4,2,3,2004,0,5112.78,1,0,7.3,51.7,0.51,362734.61,2654.93,0.0
510,9174 Washington St,94123,37.801773,-122.38298,OldTown,2021-09-16,1320.87,3,1,3,1997,0,7902.45,1,0,4.6,68.9,4.79,401138.71,2272.24,0.0
511,9212 Lake Ln,94086,37.753091,-122.434052,SuburbA,2024-06-02,1828.35,3,3,3,1953,0,7026.49,0,0,6.0,55.1,2.25,270166.85,2998.11,0.0
512,1826 Washington Blvd,94098,37.764221,-122.425468,Downtown,2025-07-23,2672.92,5,5,3,1928,0,9098.09,1,0,9.2,45.4,0.8,474033.85,6991.24,0.0
513,1874 Lake St,94087,37.759209,-122.45565,Downtown,2025-06-14,2609.93,4,2,3,1950,0,6532.94,1,0,9.2,29.9,3.35,393784.15,4331.14,0.0
514,3285 Maple Ave,94096,37.772849,-122.409612,Uptown,2023-01-14,2284.51,2,2,1,1905,0,4907.09,1,0,9.1,36.0,0.96,396114.57,5264.96,0.0
515,5847 Maple Ave,94091,37.757167,-122.450937,Downtown,2025-09-24,2086.14,2,3,2,1993,0,7688.77,2,0,9.1,24.4,3.07,407490.99,4267.82,0.0
516,5907 Pine St,94108,37.764838,-122.405407,Uptown,2026-04-25,2157.14,3,3,3,1987,1,7035.4,1,0,7.6,48.3,1.4,377643.86,3742.82,300.0
517,2030 Oak Blvd,94119,37.761454,-122.406819,SuburbA,2024-06-19,2298.2,1,1,1,1914,0,11105.82,1,0,10.0,48.8,1.5,428514.06,4812.89,0.0
518,2347 River Dr,94101,37.778703,-122.419131,Riverside,2021-06-22,2543.55,3,2,3,2020,1,1700.52,1,0,8.4,26.0,0.97,540324.41,5438.76,0.0
519,2013 Sunset Ave,94103,37.75408,-122.425624,SuburbA,2023-07-20,2761.95,1,1,3,1983,0,8920.95,1,0,7.6,54.7,1.83,481719.49,4312.63,0.0
520,2000 River St,94118,37.781907,-122.455331,Riverside,2026-01-05,2531.42,1,2,1,1951,0,11232.27,1,0,9.5,52.1,3.37,477403.71,5411.4,0.0
521,2283 Cedar Ln,94110,37.771187,-122.391401,SuburbA,2024-10-05,883.22,2,3,3,2014,0,8826.1,0,0,6.8,51.6,2.51,210043.55,1249.56,0.0
522,1178 Cedar Blvd,94093,37.732924,-122.40044,Uptown,2023-09-30,1880.81,1,1,1,1923,0,3321.59,1,0,6.4,43.4,4.46,470553.04,2581.86,300.0
523,1965 Pine Ave,94096,37.771668,-122.338753,SuburbB,2022-09-28,1218.79,3,1,1,1934,1,7537.26,1,0,8.2,59.1,7.13,195653.88,1542.04,0.0
524,3640 Sunset Dr,94109,37.774516,-122.43205,OldTown,2023-10-22,1411.64,3,4,3,1912,1,8178.82,1,0,7.4,43.5,1.17,109333.09,715.86,0.0
525,3454 Hill Ln,94114,37.751906,-122.402076,SuburbA,2022-12-11,796.24,2,2,2,2010,0,9323.41,2,0,10.0,56.5,2.55,171878.09,919.51,0.0
526,8054 Lake St,94103,37.799347,-122.397689,Uptown,2025-04-20,1826.76,3,1,1,1973,0,11515.0,1,0,5.7,40.6,3.8,697685.2,9888.44,0.0
527,295 Washington Blvd,94095,37.784412,-122.405057,Downtown,2026-02-22,2042.51,3,2,3,1934,0,1357.8,1,0,7.8,43.0,2.07,269059.56,2362.95,150.0
528,4788 Lake Ln,94105,37.765338,-122.395832,Uptown,2021-09-04,849.83,4,1,3,1971,1,9851.79,2,0,6.4,45.1,2.18,388428.8,5260.27,0.0
529,4800 Pine Blvd,94093,37.762781,-122.457459,SuburbB,2024-02-13,1799.5,4,4,2,1904,0,7676.44,1,0,4.2,44.0,3.38,320391.4,3012.27,0.0
530,7427 Lake Blvd,94089,37.772079,-122.394882,OldTown,2021-08-09,1131.69,3,1,3,1922,0,4087.29,1,0,4.2,64.8,2.22,148260.4,1980.89,0.0
531,2666 River Dr,94116,37.786844,-122.460867,OldTown,2025-06-05,1182.05,4,1,1,1966,1,4957.16,1,0,5.7,61.3,4.04,163995.99,1601.84,0.0
532,5186 Elm Dr,94125,37.793118,-122.404458,Riverside,2025-05-13,2490.73,3,2,2,1962,1,13908.29,1,0,9.2,33.4,2.91,1201472.53,14568.51,0.0
533,7384 Lake Rd,94087,37.763749,-122.445331,Downtown,2023-07-21,1247.31,3,2,2,1939,0,7279.04,1,0,9.9,48.9,2.33,275941.02,3176.32,0.0
534,4620 Hill St,94099,37.784215,-122.386964,Downtown,2024-06-06,2835.28,4,1,1,1984,0,6574.36,1,0,10.0,45.8,3.3,618113.02,8091.11,150.0
535,3828 Lake Dr,94088,37.783594,-122.395232,SuburbA,2023-03-22,1776.96,2,2,1,1982,0,5135.41,1,0,6.4,50.9,2.65,425510.44,6223.04,0.0
536,6023 Washington St,94103,37.751862,-122.415282,Riverside,2022-11-01,1229.68,2,4,1,1985,0,3397.45,1,0,8.3,27.6,2.06,463667.98,5993.72,0.0
537,9512 Lake Blvd,94114,37.77058,-122.378577,Riverside,2022-05-01,1991.62,4,1,1,1986,0,6761.36,2,0,7.2,45.9,3.64,423197.12,4845.0,0.0
538,276 River Rd,94088,37.752271,-122.431905,OldTown,2021-06-24,2334.7,3,1,3,1981,1,7885.35,2,0,5.9,44.6,2.23,372417.9,2651.98,0.0
539,5633 Lake Blvd,94099,37.760714,-122.404361,Downtown,2023-06-10,1692.87,3,1,2,1947,0,5319.52,1,0,10.0,28.1,1.72,247227.34,1707.1,0.0
540,3840 Cedar Ln,94114,37.805134,-122.371416,OldTown,2023-07-25,1642.92,4,3,3,1954,0,8154.85,1,1,5.7,66.0,5.78,281091.28,2260.97,0.0
541,9956 Pine Rd,94119,37.763638,-122.40515,Downtown,2026-01-30,2059.53,3,2,3,1914,1,10122.65,2,1,8.5,44.3,1.48,573761.87,5981.27,300.0
542,8032 Hill St,94085,37.761011,-122.454606,Uptown,2024-10-18,2658.91,3,2,1,1904,0,8912.53,2,0,4.7,44.7,3.2,366643.31,4824.84,0.0
543,9935 Lake Blvd,94101,37.770158,-122.367773,Downtown,2022-04-26,2112.78,2,1,3,1983,1,8349.53,1,0,7.9,46.5,4.58,787080.82,11542.66,0.0
544,4791 Lake Ln,94104,37.754333,-122.382959,Downtown,2022-10-10,2534.41,4,3,2,2002,0,6920.19,2,0,8.8,37.7,3.69,1065409.29,7194.49,0.0
545,834 Cedar Rd,94096,37.783227,-122.430042,SuburbA,2022-08-21,1825.17,1,2,3,2019,1,5366.2,1,0,7.6,38.2,1.71,1054158.17,9143.18,0.0
546,536 Washington Rd,94119,37.773898,-122.428302,Riverside,2022-12-20,1774.58,3,1,3,1927,1,10284.34,1,0,8.1,42.6,0.85,351892.58,2050.88,0.0
547,4100 Pine Rd,94109,37.761627,-122.428017,Riverside,2022-03-29,1147.88,3,2,3,1917,0,7449.5,1,0,8.7,22.5,1.17,228237.21,1632.38,0.0
548,167 Hill Blvd,94109,37.752851,-122.432343,Uptown,2022-01-19,2438.58,5,3,1,1913,0,14494.73,1,0,10.0,31.5,2.19,627324.0,8810.5,0.0
549,8354 River Rd,94107,37.738544,-122.409979,SuburbB,2023-05-30,1604.63,2,2,3,1931,0,9425.82,1,0,4.1,64.6,3.6,184173.86,2411.19,0.0
550,1407 Lake Dr,94104,37.768678,-122.431709,SuburbB,2023-12-23,1188.86,4,1,2,1985,1,6740.46,0,0,4.8,49.5,1.04,181110.12,1634.06,0.0
551,9049 Maple Rd,94120,37.761552,-122.412897,Uptown,2024-02-26,1862.55,3,3,3,1956,0,8453.89,1,0,5.1,33.6,1.13,326332.5,4292.52,0.0
552,8685 Pine St,94100,37.754208,-122.417305,SuburbB,2023-11-16,2195.91,4,1,1,1926,0,2526.82,1,0,5.5,45.8,1.77,201727.71,2900.85,0.0
553,9482 Lake Ave,94096,37.766155,-122.43142,SuburbA,2023-12-01,1725.14,3,2,1,1924,0,4086.3,2,0,5.0,60.0,1.09,212139.02,1516.86,0.0
554,655 River Dr,94119,37.754764,-122.400132,OldTown,2022-06-06,2605.59,3,2,2,1999,0,8068.72,1,0,6.3,56.5,2.43,433507.65,2966.22,0.0
555,7333 Lake Ln,94106,37.761947,-122.432312,Uptown,2023-06-08,2244.93,2,1,2,1901,0,12010.61,1,0,6.2,49.9,1.4,449960.34,5079.24,150.0
556,4167 River Rd,94090,37.773618,-122.419305,Riverside,2022-03-14,2636.46,4,3,2,1978,0,6037.25,2,0,8.6,40.9,0.41,762234.34,9322.98,0.0
557,1941 Maple St,94121,37.766207,-122.467117,SuburbB,2025-08-13,2173.35,4,4,1,2003,1,8048.26,1,0,8.6,48.8,4.16,700082.6,9218.37,0.0
558,8580 River Rd,94111,37.759334,-122.421163,OldTown,2022-06-30,1404.93,4,3,2,2012,1,6644.54,2,0,7.3,74.1,1.19,259353.72,2896.94,0.0
559,466 Maple Ave,94117,37.727112,-122.393509,Riverside,2022-01-18,996.98,2,3,1,1930,0,2311.45,2,0,6.4,51.6,5.3,130933.51,1443.66,0.0
560,2193 Pine St,94116,37.783023,-122.406132,Downtown,2021-05-17,2051.26,3,1,1,2000,1,8096.65,2,1,7.6,41.2,1.89,457083.33,3165.06,0.0
561,376 Oak Dr,94112,37.765134,-122.398435,OldTown,2025-05-29,1764.81,5,2,3,2013,0,7555.83,1,0,8.1,49.3,1.97,431903.61,4295.0,0.0
562,2472 River Ln,94101,37.771157,-122.428408,SuburbA,2024-10-04,1763.33,4,1,3,1979,0,10268.35,0,0,7.1,42.7,0.75,461789.21,6171.14,0.0
563,5219 Pine Rd,94118,37.786392,-122.358239,SuburbB,2022-10-15,1983.57,4,2,3,1958,0,10622.64,1,0,3.5,42.0,5.72,320188.41,1674.99,0.0
564,2450 Maple Dr,94109,37.779181,-122.48161,Uptown,2024-12-26,1514.28,3,2,1,1968,1,7005.7,1,1,9.9,49.2,5.5,436055.25,4612.25,300.0
565,2611 Elm Blvd,94098,37.753606,-122.40914,OldTown,2024-05-01,2077.98,2,1,1,1982,0,1831.82,1,0,5.5,58.0,2.05,275006.8,2138.71,0.0
566,1127 Hill Rd,94102,37.748678,-122.431745,Uptown,2025-04-02,1665.29,4,3,1,2004,0,9821.89,2,0,9.5,48.3,2.58,316868.26,2316.9,0.0
567,7063 Lake Blvd,94098,37.759523,-122.431004,Downtown,2023-10-23,1689.0,3,1,2,1962,0,2507.58,1,0,9.6,41.8,1.51,515035.56,3843.56,0.0
568,2813 Cedar St,94112,37.757518,-122.427151,OldTown,2022-01-20,2330.0,4,3,1,1975,0,828.15,2,0,7.2,55.3,1.52,437449.52,4071.85,0.0
569,7874 Hill Rd,94123,37.783484,-122.449368,Downtown,2022-02-19,1688.61,3,1,3,1987,0,7300.29,1,0,9.0,72.3,2.98,360669.73,3274.52,300.0
570,2693 Oak Blvd,94090,37.804426,-122.448924,Downtown,2023-08-30,3255.87,1,2,2,1916,0,23.25,0,0,10.0,40.5,4.59,698499.89,10040.75,150.0
571,6200 Cedar Blvd,94104,37.754189,-122.456109,Riverside,2025-10-25,2221.93,3,2,3,1901,1,8235.45,2,0,6.5,44.8,3.62,310681.95,3878.44,0.0
572,7342 River Dr,94110,37.791039,-122.436037,Riverside,2021-11-11,1195.61,3,1,3,2005,1,10770.52,1,0,8.2,46.5,2.73,316710.41,2938.5,0.0
573,7296 Pine Dr,94107,37.772255,-122.439086,Downtown,2021-12-27,2170.23,4,4,2,1974,1,6194.91,0,0,8.1,23.1,1.69,611445.91,3914.42,0.0
574,2922 Oak Ln,94122,37.758347,-122.425625,SuburbB,2022-09-19,1929.59,3,2,3,2014,1,8055.83,1,0,7.0,50.8,1.38,570593.43,8011.46,0.0
575,9528 Maple Ave,94098,37.768017,-122.398262,SuburbA,2024-10-07,1608.32,2,1,2,1989,0,6955.9,1,0,6.2,49.5,1.92,382418.79,3562.58,0.0
576,2857 Oak Ave,94112,37.801445,-122.40521,Uptown,2024-01-09,2250.86,3,1,1,2013,1,3529.74,2,0,6.7,48.3,3.72,696590.18,7691.01,300.0
577,6590 Sunset Rd,94122,37.770991,-122.416129,SuburbA,2026-04-25,1998.45,3,3,3,2000,0,287.47,2,1,7.6,38.0,0.36,420168.43,3669.65,0.0
578,2674 Pine Rd,94090,37.764274,-122.410901,Riverside,2022-11-19,756.58,3,1,2,1934,0,8591.68,0,0,6.8,58.2,1.02,135857.92,1539.93,0.0
579,3704 Sunset Ave,94092,37.747858,-122.426892,Downtown,2022-12-23,1804.62,2,3,1,1983,0,2657.64,2,0,7.3,38.1,2.53,559966.1,4089.75,0.0
580,2916 River Blvd,94116,37.737652,-122.371608,Downtown,2022-06-18,2844.68,4,1,1,1916,0,5964.82,1,0,8.3,39.2,5.56,801287.2,8684.05,0.0
581,1587 Washington Dr,94086,37.769679,-122.415449,SuburbB,2022-09-03,1105.36,3,1,3,1992,0,8715.71,2,0,6.5,67.0,0.4,205928.25,1652.86,0.0
582,2181 River Blvd,94094,37.769664,-122.373794,Downtown,2022-04-01,2049.96,3,4,3,1951,0,8331.3,1,0,10.0,23.4,4.05,420179.43,2513.21,0.0
583,3065 Maple Rd,94103,37.756793,-122.431257,Riverside,2023-07-26,2746.51,4,3,1,2020,1,14242.07,1,1,4.8,45.2,1.77,826494.67,11654.13,0.0
584,2903 Washington Rd,94105,37.721965,-122.417119,Downtown,2025-12-03,2247.02,3,1,3,1990,1,13790.28,2,0,10.0,22.7,5.34,1056477.38,6686.98,0.0
585,8224 River Ln,94097,37.78745,-122.451876,SuburbA,2023-02-04,1764.01,2,2,2,1916,0,9420.26,1,0,6.9,39.7,3.4,154792.56,1618.74,0.0
586,7793 Oak Rd,94110,37.786455,-122.398766,SuburbB,2024-03-19,652.72,2,1,3,1935,0,616.3,1,0,5.8,68.5,2.61,97178.24,1428.47,0.0
587,3657 Elm Blvd,94094,37.761755,-122.416609,SuburbA,2023-05-27,1165.39,4,1,3,1948,0,4659.45,2,0,6.4,57.2,0.96,107747.23,704.8,0.0
588,7143 Maple Dr,94112,37.823803,-122.426961,OldTown,2025-07-23,744.34,2,2,2,2008,0,5520.35,0,0,7.1,67.7,6.0,141006.56,1054.17,0.0
589,4338 Washington St,94089,37.794628,-122.403031,OldTown,2025-10-21,1033.87,4,2,2,1998,1,4465.74,0,1,8.2,53.3,3.11,302075.87,3311.15,0.0
590,1372 Elm Blvd,94124,37.760232,-122.38292,OldTown,2025-01-18,2465.38,3,3,3,1965,0,3866.53,1,0,7.3,45.3,3.43,517332.89,3322.89,0.0
591,4801 Lake St,94121,37.734753,-122.406897,Riverside,2021-07-19,2437.71,2,2,3,2005,0,95.75,1,0,5.9,41.4,4.08,741254.02,8529.59,0.0
592,7147 Washington Dr,94119,37.749202,-122.459698,OldTown,2023-07-23,499.2,4,3,2,1921,0,4829.79,1,1,5.0,54.8,4.18,35095.29,448.68,0.0
593,4758 Washington Dr,94087,37.733481,-122.390778,Uptown,2024-08-29,1618.81,3,2,1,2021,0,8372.53,0,0,4.1,43.2,4.8,367602.38,2353.2,500.0
594,558 Hill Dr,94102,37.773367,-122.405611,Downtown,2026-02-20,934.28,5,1,1,1915,0,2138.03,2,0,9.4,37.5,1.32,129666.72,1549.21,0.0
595,8643 Washington St,94103,37.765559,-122.45445,Riverside,2022-11-24,1720.75,2,3,1,1959,1,1395.33,1,0,9.2,48.6,3.06,486997.58,4144.52,0.0
596,9001 Oak St,94092,37.773653,-122.417544,OldTown,2021-10-28,2632.09,2,2,3,1959,0,11268.41,2,0,2.4,64.6,0.46,273255.47,2219.21,0.0
597,3492 Cedar St,94108,37.78445,-122.392146,OldTown,2025-05-22,1245.8,3,2,2,2020,0,3891.11,1,0,6.6,71.4,2.92,273613.19,2029.67,0.0
598,7120 Maple Blvd,94086,37.788171,-122.409857,SuburbA,2022-04-22,2526.46,2,3,2,1931,1,3838.49,2,0,6.8,32.8,2.2,366963.34,5145.36,0.0
599,9180 Cedar Rd,94117,37.777591,-122.433817,OldTown,2025-05-11,2302.73,2,2,3,1978,1,4483.21,1,0,8.0,51.3,1.48,615586.84,6009.16,0.0
600,1274 River Blvd,94124,37.806224,-122.415246,SuburbA,2023-02-04,1479.97,4,3,2,1946,1,5304.96,0,0,6.4,43.2,4.04,320551.41,1690.39,0.0
601,6996 Oak St,94089,37.766096,-122.435735,SuburbA,2024-08-27,2105.52,3,3,1,2019,1,8163.59,2,0,7.1,50.6,1.45,641366.44,8968.18,0.0
602,1120 Oak Ln,94106,37.788759,-122.419822,Uptown,2026-01-16,2561.22,1,2,1,1952,0,1888.56,1,0,8.2,48.5,2.08,578987.77,4022.19,150.0
603,4781 Elm Blvd,94109,37.722274,-122.481368,SuburbB,2024-03-30,2352.47,2,1,1,1962,0,10076.87,1,0,5.5,62.2,7.55,499766.13,3710.19,0.0
604,1158 Washington St,94107,37.777215,-122.49107,OldTown,2021-09-27,1007.55,4,1,3,2012,1,6318.88,1,0,4.6,45.5,6.29,363549.28,5305.2,0.0
605,8096 Washington Dr,94100,37.782284,-122.43104,SuburbA,2022-09-02,2063.09,1,1,3,1995,0,8039.84,0,0,7.2,72.6,1.67,643164.35,3738.21,0.0
606,2294 Oak St,94095,37.774045,-122.427839,Downtown,2022-11-06,2097.84,2,1,1,1953,0,3876.14,1,1,8.5,33.0,0.82,320822.85,1966.04,0.0
607,5852 Elm Ln,94087,37.766034,-122.415476,OldTown,2021-12-28,1119.38,3,2,1,1999,1,6974.53,1,0,6.3,61.6,0.59,188100.61,2034.3,0.0
608,2791 Oak Ln,94117,37.740466,-122.388817,OldTown,2022-06-23,914.56,4,2,3,1963,0,11330.42,2,0,7.6,74.1,4.27,153899.61,1846.96,0.0
609,1068 Elm Ln,94123,37.782316,-122.442096,SuburbA,2024-03-30,2249.44,2,4,3,1947,1,3075.64,1,0,5.9,56.5,2.37,698393.29,5792.59,0.0
610,5525 Cedar St,94104,37.773889,-122.426954,OldTown,2025-05-01,2829.48,4,2,2,1967,0,8157.25,1,0,5.1,62.7,0.75,370678.05,3459.87,0.0
611,3031 Cedar Rd,94125,37.79422,-122.46512,Uptown,2022-05-22,2237.71,3,2,2,1948,0,13936.56,0,1,9.3,49.2,4.79,541301.95,4435.67,0.0
612,3872 Cedar Dr,94109,37.785573,-122.409348,Downtown,2025-06-02,1326.1,4,3,1,1939,0,7508.83,2,0,9.8,33.7,1.97,276015.9,3953.27,0.0
613,9377 Hill Ln,94105,37.746675,-122.444167,OldTown,2024-11-08,2122.77,2,2,2,1972,0,14984.58,0,0,6.0,42.9,3.35,504718.43,3042.64,0.0
614,1674 Lake Ln,94105,37.711953,-122.458036,Riverside,2024-10-26,1853.6,2,1,1,1903,1,8269.14,1,0,8.2,48.6,7.26,737569.03,5322.76,0.0
615,4827 Pine Blvd,94114,37.746481,-122.428771,Uptown,2023-03-18,2471.66,3,2,3,1952,0,9162.01,1,1,7.3,46.4,2.72,444146.67,5033.7,0.0
616,5072 Elm Dr,94117,37.757778,-122.34675,SuburbA,2024-01-04,1313.57,4,3,1,1960,1,11817.59,1,1,8.2,40.8,6.57,420210.1,3205.39,0.0
617,289 Washington Ln,94102,37.777282,-122.464699,OldTown,2024-02-26,2387.2,3,1,1,1913,0,3506.7,1,0,6.0,73.2,4.0,419675.22,3467.44,0.0
618,8315 Maple Dr,94109,37.778343,-122.436078,Uptown,2022-09-19,1242.11,3,3,3,2007,1,4481.22,1,0,8.7,53.5,1.69,301000.32,2198.29,0.0
619,6150 Washington Ln,94107,37.798755,-122.397472,Riverside,2023-02-13,1702.76,1,1,1,1900,1,806.42,1,0,8.8,49.9,3.75,408467.64,4091.67,0.0
620,7265 Pine Blvd,94096,37.783718,-122.422941,SuburbA,2025-06-03,2098.07,2,2,2,1998,0,7758.26,1,0,7.7,48.8,1.54,507731.29,7136.98,0.0
621,8836 Elm Blvd,94112,37.779768,-122.424334,SuburbA,2023-08-15,1671.16,3,3,3,1927,0,11727.88,1,0,7.8,46.4,1.15,409868.46,5726.44,0.0
622,1342 Sunset Rd,94098,37.77341,-122.371618,Riverside,2021-12-13,906.66,2,2,3,1947,1,5296.32,1,0,8.1,49.7,4.26,166801.95,1639.24,0.0
623,4387 Maple Dr,94107,37.783525,-122.434389,Uptown,2024-02-02,1270.27,4,2,3,1962,0,15382.11,0,0,8.4,57.9,1.96,349009.81,4503.75,0.0
